Review,Rating,gensim,kmeans_tfidf
"from my experience they are recommendable and efficient for dealing with rather benign issues. actually quite good and competent when it comes so solving ""minor"", simple issues that could, if unsolved, result in more-or-less critical …",2,4.2957305801142,5
"excellent service, all recommendations and treatment are perfectly explained. they do care for the well being of your pet. will definitely go back and recommend 100%.",5,4.431719497035185,5
"dr bernier has the experience, expertise and kind-heartedness you want in a vet 💗!",5,4.472006322835969,5
"we had to bring our dog into the uk which was a fairly lengthy and stressful process. however, dr. bernier made sure every detail was attended to, and his easy-going yet professional manner made the whole process far more bearable. we are grateful to him and his team for helping us through a difficult situation.",5,4.30601691033784,5
"nothing to say against dr bernier but his receptionist is very unpleasant
i will seek for another vet.",1,4.155976454177922,5
dr. bernier is an excellent vet. gives great advice and recommendation.,5,4.749784116207313,5
"(translated by google) very nice welcome, and very well explained what it was good advice for my little dog. i recommend it. 10/10.

(original)
très belle accueil,et très bien expliqué ce qu'il était bon conseil pour mon petit chien .je le recommande .10/10.",5,4.656253728759488,5
not comment,1,3.49091962391738,5
"(translated by google) professional service despite the constraints due to the covid.
dr bernier is honest, available and good advice. whenever possible, it offers us alternatives so that the products cost us less. i recommend it without …",5,4.373100794554528,5
friendly and knowledgeable!,5,4.730014956808911,5
i didn’t receive a good service and the staff were not concentrated in their responsibilities.,2,4.420763172906776,5
"dr yves bernier is a delight to communicate with, because he explains everything in detail. you don't feel rushed and know for what you are paying and why some procedures or medications may be necessary. he is a great veterinarian especially because of his caring to talk to you and make you comfortable.",5,4.335206328192193,5
dr. yves bernier has been our veterinarian since 1994 and there is no one like him. great services. dr. bernier is always helpful and very compassionate. i highly recommend dr.  bernier and his staff.,5,4.617481088346732,5
"best veterinary establishment i've ever been to. professional, truly care about your pets. have brought both for my dog and cat when they were in need of assistance and i was extremely impressed.",5,4.499033284667999,5
"though dr bernier seems like a caring vet, this clinic is way overpriced and will gouge you. i needed to get my dog neutered, and googling the average price of that procedure, the price was about $200 for my 6 pound dog. i made an …",2,4.2280954371359485,5
dr. bernier is an excellent vet.,5,4.555577315182147,5
they are the best.  dr. bernier is very sympathetic and he makes you feel comfortable.   the staff are so very helpful.,5,4.597973165520234,5
very professional and their experience shows. very satisfied.,5,4.748031296331305,5
great little clinic with a lot attention given to each patient.,5,4.344044653388245,5
"(translated by google) dr. bernier and his team are excellent, they are always good advice. the schedules are flexible (open at night). dr. bernier had been referred to me by a dozen neighbors, and in my turn i highly recommend it. …",5,4.479815780614462,5
dr bernier loves his patients! and takes care of my dog as if she were his own! unparalleled service and always a great experience.,5,4.58079585717947,5
"dr. bernier is very attentive, professional, and reasonable. he handled our cat well and offered reasonable treatment options. my mother has also taken 3 different cats to see him, including one with diabetes, and is very happy with his …",5,4.545580864004151,5
very welcoming. good service,5,4.846459899318008,5
caring...warm..professional with compassion. highly recommend him.,5,4.7359194986963,5
dr bernier is great and understands cats very well. my cat felt comfortable with him very quickly.,4,4.606073258552059,5
super vets and a super team !,5,4.2733895122121215,5
great service. empathetic. always professional.,5,5.017196641938823,5
"fast appointment, pleasant experience, my cat felt good without any stress. may be a little bit expensive, for only examination i paid 64 dol",5,4.293547100263432,5
"(translated by google) honest and good advice.

(original)
honnête et de bons conseils.",4,4.931101247881033,5
they don't respect the client. we were waiting there and the secreter was answering the telephone without looking at us and she finished one and picked up another one .,1,4.183439529967828,5
"dr. bernier and his staff are responsible and caring professionals that are very attentive to your pet. our black lab has always felt comfortable whenever we need to visit the clinic and, in fact, looks forward to a free dog treat as we pass by the clinic when we're on our daily walks.",5,4.456088204696505,5
"dr bernier is extremely caring, as well as the other vets at this clinic. they always treat your pets with kindness and are truly interested in their health and comfort. they explain everything really honestly and clearly, and do not …",5,4.553987949944047,5
i've been a few times now for my guineapigs and i always feel comforted knowing that they're being taken care of there. everytime i've left the staff always say good bye to the pig(s) which emphasized to me that they love what they do and …,5,4.285957778372003,5
"(translated by google) i would like to thank the whole team who welcomed my unfortunately very sick cat.
we must underline the welcome and the sensitivity of the whole team. my cat was surrounded, the team took care of him, including …",5,4.463789267953529,5
great service. friendly helpful staff.,5,5.007403658544005,5
"(translated by google) very professional service, courteous and attentive staff, i have confidence in my animal.

(original)
service très professionnel, personnel courtois et à l’écoute, je suis en confiance pour mon animal.",5,4.920083904087905,5
the friendliest staff you'll ever meet who ask all the right questions and have all the right answers. they were amazing with my usually aggressive rabbit and did everything quickly. i can't recommend them enough.,5,4.253196898567976,5
"easy to book an appointment. polite, professional, punctual and competent staff.",5,4.601651670917825,5
i have to say the staff there is really kind but id say otherwise for the prices. there are a lot of hidden prices. i called to inquire about the prices i was told id pay 184$ for the consultation and to give my cat the 3 vaccines. to my …,2,4.13723869864156,5
great team that cares about your animals. number 1 in montreal ;),5,4.417677152692439,5
great service! they took wonderful care of my pet rats. the staff was very knowledgeable and it was apparent that they really care about their patients.,5,4.49959990337412,5
"a really amazing team of veterinarians, technicians and assistant technicians. they are hard-working, determined, as well as dedicated, compassionate and loving to all the animals.",5,4.603301392181769,5
"(translated by google) always attentive to the needs of the animal. the prices are realistic and their services are second to none.

(original)
toujours à l'écoute des besoins de l'animal. les prix sont réalistes et leurs services sont hors pair.",5,4.6985065009895335,5
"(translated by google) super good vet. my cat ate a rope and needed a stomach cut. the operation was very successful and very professional. it will be all right after returning home in half a month. the doctor sisters are very nice, the …",5,4.377916653276444,5
"(translated by google) a competent, professional and dedicated team!

(original)
une équipe compétente, professionnelle et dévouée!",5,4.93229709192176,5
"took my cat in for the first time there today. every single staff member i interacted with was kind and friendly. i wish i could remember the doctor's name but she was wonderful, and happily took the time to answer all of my questions (i had quite a few). thank you!",5,4.337167483644157,5
"best vet we’ve had so far. very professional and dedicated. they follow up and have other useful services available, like grooming and pet food store. i strongly recommend it.",5,4.499924802946561,5
brought my 13 year old boxer in for a huge lump on her side. it was not an easy lump to remove due to its size. the team at this hospital did an excellent job and we had our pup home that same afternoon with no complications. we deeply …,5,4.15161839861585,5
"beware _ morally reprehensible & not ethical

i had a scheduled and confirmed emergency appointment  for my pet rabbit that was in a critical condition... the receptionist called briefly before my appointment to cancel it and did not even …",1,4.132780696533146,5
"lovely customer service - super friendly and patient with my dog. however, the prices are indeed very high. if you are purchasing a prescription i would highly recommend filling it elsewhere (ex. i had a surprise bill for $150 for …",2,4.366955497100914,5
amazing customer service. i was very happy with how they treated my fur baby. the staff are knowledgeable and caring. will be going back.,5,4.54879195331811,5
two years ago our 9 year old cat phizel experienced a severe urinary tract blockage.  my daughter took him to the nearest vet - passionimo -- though we never had been there before.  dr. hénault dropped everything to care for him: she saved his life.  we are very grateful and phizel is fine today.  an enormous thank you.,5,4.224932891295246,5
"i am so pleased on the service i received. they put me at ease, when my cat had her surgery. they explained everything about the procedure. they called me everyday, while my cat was with them for three days. explained all her meds, how to …",5,4.216224719283374,5
"they got us in the same day with my kitten. very caring staff, i am happy to have chosen this clinic!",5,4.388166489295474,5
my cavapoo is very comfortable here and we've had great services.,5,4.6109854908917836,5
perfect service 👌🏼,5,4.573027089497851,5
"excellent service, they give great care.",5,4.783880138442198,5
"when all other veterinarian would not see my jasmine last minute with diaherrea problems, this place gave me an appointment within hours!  i'm truly thankful and now they will be our new go to vet.
thanks again,
wendy & jasmine 🐾",5,4.279083157231478,5
"(translated by google) wow! a team of fire! they really take to heart the well-being of our animals but also of their owners. their employees are understanding and the vets take the time to talk to us and hide nothing, no tests done for …",5,4.298398784882864,5
"fantastic vet, i can't say enough good things, this team is wonderful!! dr bisson, amanda and ralitsa saved my dog frank's life. they took him in an emergency and stayed way after hours operating on him. throughout the surgery they sent me …",5,4.3595862791625155,5
"this is hands-down the very highest quality and most caring vet clinic in montreal.

the passionimo staff cared for our dog, bunny, with the utmost compassion.   we cannot express enough how highly we value their expertise,  advice, and …",5,4.606271088860207,5
"very friendly and professional. they are great with the pets and took us on short notice for an emergency, let's hope the little one improves.",5,4.417472729208191,5
"(translated by google) for the moment because it is wu a simple call to put on claw covers, receptionist warm and understanding and available

(original)
pour le moment car ce n est wu un simple appelle pour posé des couvre griffe, réceptionniste chaleureuse et compréhensive et disponible",5,4.575015976273161,5
"(translated by google) congratulations cloé for the work you do, continue this project, that's what you have always aimed for. grandpa is proud of you.

(original)
félicitation cloé pour le travail que tu fais, poursuit ce projet, c'est  cela que tu as toujours visé. grand-papa est fier de toi.",5,4.521612367714356,5
"(translated by google) hello, a quick note to tell you that you have a new assistant technician, cloé (animal keeper) who has found her way by working for you. she has flourished since being at your hospital because she is allowed to learn …",5,4.320432834807262,5
"(translated by google) excellent service!

(original)
excellent service!",5,4.810639716055797,5
"i am very proud to work with this incredible team. i trust the expertise of the doctors, technicians and assistants. my own fur baby, penelope, had to come in recently and i was so happy to see the level of care and attention the team gave.",5,4.464207948595719,5
"(translated by google) i will never go back to you !!!
you lied to me, make me pay for things by mistake on your part (even try to sell me sedatives for my dog ​​on the plane to learn later that iata forbidden them !!! and when i ask for a …",1,4.0719009834977085,5
very happy with our experience.  they saw us with our sick kitty right away.  he is on the mend...hopefully!,4,4.3354019296592305,5
"(translated by google) superb clinic! the veterinarians and technicians have demonstrated a lot of empathy, flexibility and openness. they answered all of our questions and took care of our chat in a dedicated manner. i highly recommend. …",5,4.6169933567573045,5
"(translated by google) hello madame hénault
i am writing to you this morning to express my gratitude to you. yesterday, my beautiful elina was completely upset when she saw her antoinette not wanting to swallow anything and completely …",5,4.242881830343972,5
"(translated by google) the availability of the team, the time taken to explain the care required and the joy of finding my animal in good shape! thank you.

(original)
la disponibilité de l’équipe, le temps pris pour m’expliquer les soins requis et la joie de retrouver mon animal en forme! merci.",5,4.647917695089957,5
"dr v and the team are simply the best. boundless love for animals, patient and helpful. i feel lucky to be able to bring my four-footed loved ones to this place.",5,4.4564191945955995,5
my first appointment i waited for almost 45 minutes to see the vet. people walked by and saw me but no one came to tell me what was going on. they also kept my cat carrier when i dropped off my cat and the outside smelt of piss when i got …,2,4.069339905351336,5
"dr. bisson is a true gem and encyclopedia of veterinary knowledge. she is gentle, compassionate, and patient with me and my animals. always takes the time to fully explain everything and answers all of my questions to my satisfaction. she treats my dog as if it were her own. thanks so much again — highly recommend!",5,4.4861676076763395,5
great team!,5,4.677673805219373,5
"(translated by google) if it were possible to assign 10 stars we would do so. what a wonderful team: professional, attentive, kind, always in a good mood. our labrador received the best care until its last day. a big thank you to the whole …",5,4.415039975707478,5
"(translated by google) veterinarian passionate about the profession. lots of empathy and professionalism, very available and flexible. dedicated team, excellent service! thank you!

(original)
vétérinaire passionné par le métier.  beaucoup …",5,5.014364437517704,5
"the team at passionimo took great care of our cat, nico. they were responsive and offered all of the information we needed to make our decision. we ultimately had to put him down, which was heartbreaking but the vet and staff helped with …",5,4.294573366553217,5
"(translated by google) great hospital, worth it, great service, best hospital i have ever seen, they love animals

(original)
super hôpital, vaut la peine, beau service, meilleur hôpital que j’ai jamais vue, ils aiment les animaux",5,4.807660493384279,5
"(translated by google) excellent service, the staff are welcoming and professional. i was very well advised for the adoption and maintenance of a cat.

(original)
excellent service, le personnel est accueillant et professionnel. on m'a très bien conseillé pour l'adoption et l'entretien d'un chat.",5,4.855522195625731,5
i have brought my dog to this clinic. and i loved their service. they know how to handle them. my dog is very nervous by nature. and they knew exactly how to make him feel loved and calm. i would recommend them to anyone. great service. amazing staff. ! thank you again.,5,4.345572247499629,5
it is clear that the vets and techs at this hospital love their jobs and are passionate about animals. i trust this team above and beyond.,5,4.421723414358887,5
"(translated by google) dedicated, competent, passionate team! well done!

(original)
équipe dévouée, competente, passionnée! bravo!",5,4.919889476525583,5
this hospital is so caring for animals! it is their priority!! i couldn’t be happier when i bring my two dogs. i know they are always well taken care of.,5,4.398662641933556,5
would not recommend. they've definitely changed since the last time i've gone here 2 years ago.. avoid if possible.,1,3.893179258147778,5
"bad experience. they charge unnecessary fees such as 60 dollar to get your medication faxed to a nearby pharmacist... which virtually costs nothing to do. given that covid-19 situation, i thought they would understand since the pharmacist can do medication delivery and the vet appointment was over the phone anyway.",1,4.005091978303955,5
"i came here because my dog was pregnant, they didn't help me through the process at all, they gave me an article on what to do when the mom is giving birth but no help after that. they didn't inform me that i'd have to come back within 48 …",2,4.087189543290158,5
"(translated by google) i work at the montreal veterinary hospital and i can tell you that each of my colleagues is extremely dedicated to the well being of your animals. we have a superb team that supports each other!

(original)
je …",5,4.5200252586566245,5
"dr. lucie henault is an amazing doctor . she’s been our family’s vet for a long time and although i live in toronto, when my dog was sick they gave me an appointment right away and i was so pleased with how professional all the staff were …",5,4.419761919566058,5
"(translated by google) great service with a super friendly and dedicated team that is really passionate about animals! thank you!

(original)
super service avec une équipe hyper sympathique et dévouée qui est vraiment passionnée par les animaux! merci!",5,5.008325099310397,5
"very patient with my anxious dog!! i'll go back with no hesitations, they are real pearls!",5,4.191899487112166,5
"the staff here is great.  they are kind,  helpful and understanding. dre henault is amazing. she is an excellent vet,  and a caring and trustworthy person who goes the extra mile for her patients.",5,4.651758375750156,5
"(translated by google) excellent service! the clinic is always clean, the staff is always welcoming and smiling and above all they take good care of the animals!

(original)
excellent service! la clinique est toujours propre, la staff est toujours accueillant et souriant et surtout ils prenent bien soins des animaux!",5,4.9347141559155245,5
great clinic with an excellent friendly service. strongly recommended!,5,4.729703490771989,5
great clinic & great service!,5,4.8833717511715715,5
"(translated by google) professional team, passionate and sensitive to the needs of animals. technicians and veterinarians are always available to answer questions! i highly recommend this clinic for all the needs of your animals! …",5,4.506055998809939,5
"(translated by google) very nice and competent staff. i recommend if you value your pitous / kitties.

(original)
personnel très gentil et compétent. je recommande si vous tenez à vos pitous/minous.",5,4.7484695810011495,5
"great staff! so gentle & kind to the animals.
will always go out of their way for them!
highly recommend. a+ service",5,4.462359821528546,5
"(translated by google) dedicated, professional and human team. each member of the team has a real love for animals and their parents. if you are looking for the best clinic in town, here it is!

(original)
équipe dévouée, professionnelle et …",5,4.608134736498513,5
"had an emergency right after i returned from vacation and was missing some information i required to renew my dog's prescription, they were patient and very helpful in finding all the necessary information to ensure i was able to get the prescription. they really went the extra mile for me and i'm so grateful",5,4.188625788229233,5
"receptionist was very helpful and friendly. i had my first visit to the vet with my first pet, and it was a comfortable experience for me.",5,4.443561752021248,5
"(translated by google) super service for over 5 years with our dog!
the team is very attentive and always available to help us even after opening hours.
5 stars!

(original)
super service depuis plus de 5 ans avec notre chien!
l'équipe est …",5,4.589546380421366,5
"(translated by google) super vets!

(original)
super vétérinaires !",5,4.268567560259508,5
i love the staff ! they are so thoughtful and care about every patient!,5,4.492077225301279,5
"(translated by google) thank you to dr. hénault and the whole team for being always so welcoming and patient with a dogmother overprotective and worried like me! if i have questions or need reassurance, i know i can count on them to contact …",5,4.349921917992259,5
"(translated by google) we called near the closure because our cat was not feeling well, and they were super nice to allow us to come that night. everyone is in a good mood and super friendly despite the late hour, and our cat is well taken …",5,4.359252866958522,5
"(translated by google) we called tonight for our cat who was feeling sick. an hour later, we were at the clinic, even though it was supposed to be closed! the team is courteous, reassuring and attentive. we see that they have the happiness …",5,4.332607927706161,5
"(translated by google) good attention

(original)
buena atención",5,4.513669271455129,5
thank you!,5,4.2596532785368595,5
"(translated by google) beautiful team!

(original)
belle équipe!",5,4.577886759353701,5
"(translated by google) this is the second time i'm going to this place. each time, i was very well received. the technicians are great, as well as the veterinarians i met. the focus is on the needs of the animal. prices are realistic and …",5,4.413017321037829,5
i trust them fully with my pups!,5,4.248603541049938,5
very nice people.,5,4.53558126517127,5
"wonderful veterinary, very caring and loving staff! i recommend it 100% :)",5,4.75070493260531,5
"(translated by google) great service and dr. henault really great !!

(original)
super service et dre hénault vraiment géniale!!",5,4.926779329471451,5
dr. henault took us on emergency 10 minutes before closing. she and her whole team were very attentive and  welcoming. treatment was rendered efficiently with clear explanations. i will be returning for sure!,5,4.275702507984311,5
"(translated by google) what a beautiful clinic! definitely animal lovers! and professionals!

(original)
quelle belle clinique! définitivement des passionnés d'animaux! et des professionnels!",5,4.871339276911035,5
"don't waste your time here,  there are much better establishments to choose form!",1,4.247866141205534,5
"friendly service, my kitten always feels at ease. from what i have heard prices may be expensive compared to other places though.",5,4.225131785144821,5
"amazing to see how young passionate technicians become so intensely involved in their work.
thank you for your commitment and dedication.
great veterinarian hospital!",5,4.643336241409047,5
the new aid tech and receptionist is really charming and very helpful!!,5,4.643631378723072,5
i absolutely love this veterinary hospital!!!! the staff is so heartwarming and kind. they took great care of my cat when it was sick!! now my cat is feeling so much better and is now back to his excited self!!! thank you so much for saving my best friend.,5,4.461580146443858,5
"patient, hardworking employees",5,4.262453493549719,5
"after bad experiences in vet clinics around montreal downtown, we found this clinic that is really a gem. doctor bisson loves what she does - she is patient, thoughtful and gave us all the detailed information we needed. the exams are more …",5,4.362863092510907,5
"(translated by google) as always impeccable

(original)
comme toujours impeccables",5,4.532896248248786,5
"(translated by google) thank you very much for all you did!

(original)
merci beaucoup pour tous que vous avez fait !",5,4.4889880177461325,5
great staff,5,4.803956913799936,5
"(translated by google) i adopted a puppy, i went to this hospital for my vaccines and they spent 1 hour with me to advise me and answer all my questions. i was happy because a puppy comes with a lot of responsibilities and questions. in …",5,4.313748465649921,5
"(translated by google) i called the same day because i was very worried about my cat. they agreed to stay open longer for me because i was stressed. great service arrived there with a very dedicated team to my pet.

(original)
j'ai appelé …",5,4.399292408541634,5
very warm welcome from the entire staff and excellent service.,5,4.742670758326919,5
"(translated by google) very professional team. i strongly recommend this hospital!

(original)
équipe très professionnelle. je conseille fortement cet hôpital!",5,4.73218955320604,5
"(translated by google) so expensive!

(original)
tellement cher!",2,4.286631753619986,5
"(translated by google) superb home! very friendly and professional team. they know how to put us at ease and clearly explain the different treatment options, all without pressure! i absolutely recommend this clinic.

(original)
superbe …",5,4.41526726975544,5
"(translated by google) caring professionals.

(original)
des professionnels attentionnés.",5,4.86060537142948,5
"(translated by google) the team is very welcoming and answers all my questions and concerns about my animals. very good service!

(original)
l'équipe est très accueillante et répond à toutes mes questions et inquiétudes par rapport à mes animaux. très bon service!",5,4.976712113117824,5
"you’re paying for the renovations and dog treats but not better service. everything costs more, even outside labwork to the same lab as other vets. but the major problem is that every time i walk in to pick up my dog i’m told that they were …",2,4.200140155528527,5
"(translated by google) excellent team

(original)
excellente équipe",5,4.676759160423501,5
"(translated by google) i would like to thank you for all the care given to our little lolly and your professionalism, availability and kindness. lolly is doing very well after surgery. i thank you very much for your valuable advice and your …",5,4.500944659381925,5
my goldendoodle zya is forever grateful for the love and care received.  so are we.  thanks !,5,4.575128795677675,5
"the staff and the doctors (dr. bisson) here are great but the prices for their services are outrageous.  there seems to be a ""westmount"" tax on all the services.   the prices are a lot higher than other passionimo clinics. for example, a …",2,4.291143738747579,5
"(translated by google) i definitely recommend. unmatched service!

(original)
je recommande certainement. service inégalé!",5,4.5465131980681806,5
"(translated by google) superb clinic and outstanding service. a big thank you to the whole team!

(original)
superbe clinique et service hors pair. un gros merci à toute l'équipe !",5,4.900953876619459,5
very nice place (with free parking space)  .friendly personels .special for  iranian people this clinuc is one of  the best,5,4.5134973659957565,5
"(translated by google) excellent service, good listening, we take the time to explain the situation to us in order to make the right decisions.
thanks to the whole team !!!

(original)
excellent service, belle écoute, on prend le temps de …",5,4.494997388163255,5
"(translated by google) hello, i recommend this clinic. dr. hénault is a conscientious veterinarian, who takes the time to fully explain the instructions for the recovery of our little bitch family. she has a lot of empathy and she uses the …",5,4.412933153077908,5
very professional people and nice that can show their empathy in a hard time.,5,4.455199197092069,5
"(translated by google) very good services!

(original)
tres bonnes services!",5,4.79895501056328,5
"best vet hospital ! all the vet , tech and receptionist listened to you . they make you really a part of a family, they lovvvvvvve animal",5,4.34965215438896,5
"great place with caring people.

i have just a gentle reminder to cat owners:
an fiv-infected cat can have a long and full life if spayed or neutered and allowed to live in a loving home.",5,4.269182509074504,5
our dog has quite a lot of health problems causing us some pretty frequent vet visits. the staff here is amazing. our dog loves them. they have always taken the time to make sure we understand what’s going on with our dog and take our questions seriously. would definitely recommend them!!!!,5,4.343810426153066,5
"we adopted our first dog in june. we visited the vet with our beagle and we were quickly  greeted with a warm welcome. the whole staff attended to us, made our anxious dog feel comfortable and answered all of our many, many questions. our …",5,4.464987341860684,5
great place with great employees!!,5,4.693905796864738,5
"(translated by google) i know them personally and i am proud of them. they are exceptional people.

(original)
je les connais personnellement et j'en suis fière.  ce sont des personnes exceptionnelles.",5,4.626499742894781,5
i had to bring my cat in for a check up and everyone was super nice! they really cared for my cat.  thank-you!,5,4.30944834932038,5
"i have been bringing my pets here for several years and cannot imagine going anywhere else, especially as my pets age and have more medical problems. the montreal veterinary hospital team is kind, compassionate and highly competent. i trust them completely.
laura russell",5,4.430775736920523,5
"(translated by google) so happy to have visited you with my zia !! she's fine now! thanks to the whole team!

(original)
si heureuse de vous avoir visité avec ma zia!! elle va bien maintenant! merci àtoute l’équipe!",5,4.540904524381647,5
"(translated by google) so satisfied with the services rendered !! you were so nice!

(original)
tellement satisfaite des services rendus!! vous avez été si gentil!",5,4.686536085147821,5
"i went to the clinic this summer for the parasite prevention of my weimaraner and the staff was very welcoming and professional. the vet was very competent and made a thorough exam of my dog, asking all kinds of questions in order to decide …",5,4.395465223321673,5
"(translated by google) the small team with a big heart

(original)
la petite équipe au grand coeur",5,4.529135432810756,5
"(translated by google) excellent veterinary team! my puppy was seriously ill, the clinic was closing and they took the time to see us and treat him. they follow up with care and are all very attentive to our animals (and us too)! thank you …",5,4.427363512731457,5
"(translated by google) very good clinic with warm and competent staff!

(original)
très bonne clinique avec du personnel chaleureux et compétent!",5,5.126535255114248,5
"(translated by google) incredibly good service

(original)
incroyablement bon service",5,4.806154566370595,5
"(translated by google) latte loved his visit!

(original)
latte a adoré sa visite !",5,4.386154768549803,5
"(translated by google) thanks to dr lucie henault and her great team. everyone works there for the right reasons: love of animals. 😍

(original)
merci a dre lucie henault et sa super équipe.  tout le monde travaille la pour les bonnes raisons soit l'amour des animaux. 😍",5,4.82094459551917,5
"(translated by google) it's worth the detour. i go there whenever i can even to buy food for my animals. the receptionists are fine, bring the big bags to the car and recognize me. i have always felt welcome. the vets take the time to …",5,4.236652902653604,5
"(translated by google) the service is impeccable. courteous and attentive staff. clean place. i would recommend to all my friends.

(original)
le service est impeccable.  personnel courtois et attentif.  endroit propre.  je recommanderais à tous mes amis.",5,4.87072577892558,5
"(translated by google) very welcoming and professional team. i adopted my cat there. thank you!

(original)
équipe très accueillante et professionnelle. j'y ai adopté mon chat. merci!",5,4.867947880878118,5
"(translated by google) a great team that will do everything for the well-being of your animal !!! :)

(original)
une équipe super qui fera tout pour le bien-etre de votre animal!!! :)",5,4.7201520097288645,5
"(translated by google) they took the time to explain the care required and to offer me a cheaper alternative than elsewhere, thank you little team, isis is doing much better.

(original)
on a pris le temps de m'expliquer les soins requis et …",5,4.514057722069774,5
"(translated by google) great. thank you for everything. nice welcome. we took the time to explain everything to me.

(original)
super. merci pour tout.  bel accueil.  on a pris le temps de tout m'expliquer.",5,4.575125115242461,5
"i've been taking my cat here for a few years now, have always gotten a+ service and care. everyone in the staff is very helpful, and i trust the vets. i brought my rabbit for the first time recently and it went great!",5,4.435292750398739,5
"(translated by google) always satisfied with the services of lucie hénault and her team! thank you so much!

(original)
toujours satisfaite des services de lucie hénault et de son équipe! merci beaucoup!",5,4.835063111544912,5
"(translated by google) courteous welcome, professional service. lots of empathy for animals and even their owners.

(original)
accueil courtois , service professionnel. beaucoup d'empathie pour les animaux et même pour leurs propriétaires.",5,4.853713225341675,5
"(translated by google) i felt understood. thank you for taking the time.

(original)
je me suis sentie comprise.  merci d’avoir pris le temps.",5,4.527311075890115,5
excellent service. i have been to other places before but they clearly are in a class of their own.,5,4.301246145952639,5
"(translated by google) thanks for taking me in for a consultation even though you had to stay later. great service. super clean

(original)
merci de m’avoir pris en consultation même si vous avez du rester plus tard.  super service.  super propre",5,4.571359722119545,5
"(translated by google) very good service and beautiful place !!

(original)
très bon service et bel endroit !!",5,4.982421162383488,5
"(translated by google) i know how hard this whole team works for animals and for their owners. veterinary medicine is their passion. this is really the small team with a big heart

(original)
je sais combien toute cette équipe travaille …",5,4.588757791743547,5
"************be careful************

will never take my dog there anymore. was suggested to give her doses of nextguard and heartworms after making sure with the vet over five times that no allergic reactions can result because i know my dog …",1,4.135252673979439,5
"(translated by google) a1 service, very professional

(original)
service a1, très professionnel",5,4.674772264595109,5
"(translated by google) team sensas, great installation with the new shop and the grooming area. impressive boarding condos !!!!
i recommend this hospital for your furry and feathered darlings!

(original)
équipe sensas, super installation …",5,4.568541189051953,5
"(translated by google) very warm! what a great team!

(original)
très chaleureux!  quelle belle équipe!",5,4.806321614866574,5
"we start to take our dogs to this vet after relocating to montreal. very friendly and helpful doctor and staff. the doctor spent time explaining to us and took great care of our dogs. she is very patient and does not rush everything. they recently start to provide grooming service, the price of full package is quite reasonable.",5,4.391690607273453,5
friendly people!,5,4.383246144776121,5
"super friendly and helpful staff, very sympathetic to any issues that may arrive, you can tell they really care about the animals here.",5,4.3774355383718175,5
"(translated by google) high quality medicine, i am always welcome in this hospital. my cat loves his veterinarian!

(original)
une médecine de haute qualité, je suis toujours bien accueillie dans cet hôpital. mon chat adore sa vétérinaire!",5,4.71800098062257,5
"(translated by google) super nice clinic, the employees are very welcoming and the service for our animals is impeccable !!!

(original)
super belle clinique, les employés sont très accueillants et le service pour nos animaux est impeccable!!!",5,4.977633147360607,5
"it was my and my dog bonnie's first time to visit the vet in canada :) the doctor and the staffs were very friendly,caring and kind. the doctor explained everything i need to know, she recommended few stuff for bonnie, but it was not pushy …",5,4.329396464315136,5
this veterinary clinic is by far the best clinic in all of montreal. the employees are extremely nice and care for you and your pet.,5,4.529292216823728,5
"(translated by google) my pug has been followed by this clinic for 7 years now. it is a clinic for parents who genuinely want to care for their pet. the level of service is excellent. but also and above all, i met all those who work there …",5,4.427527482615922,5
"(translated by google) with my dogs and cats, i have attended this clinic since 1990, for 28 years. their animal care is excellent and their customer service is great. a competent and dedicated team. i recommend it to all lovers of pets. …",5,4.583222968641534,5
"(translated by google) great clinic, great services and advice and great team. dr henault and his team are rock stars in veterinary medicine.

(original)
super clinique, super services et conseils et super équipe. dr henault et son équipe sont des rock star de la médecine veterinaire.",5,4.998641758700195,5
"everyone at this clinic is amazingly kind, patient and helpful.  i recommend them whole-heartedly!",5,4.371021059641702,5
"the end of life treatment was excellent, from the ambiance to the caring staff. thank you.",5,4.50759452936583,5
very friendly. took great care of my cat as well as offered me a beverage. price hurt a lot but other then that would definitely recommend.,5,4.375999128937524,5
"(translated by google) the staff are competent and animal welfare at the heart of the team's concerns.

(original)
le personnel est compétent et le bien être animal au coeur des préoccupations de l'équipe.",5,4.710126357009656,5
"a little over a month ago, my shih tzu lost sensation in her hind legs and the ability to walk. after turning down the option of surgery and doing research on acupuncture, i took her to passionimo veterinary hospital, met with a few …",5,4.121588973145575,5
brought my old cat few years ago with a bladder blockage and they were not honest with us.  they went on with operations and medications and a smile that he will get better.  he passed away few days later after suffering for many hours …,1,4.084306497784768,5
"i have used this vet as well as another local vet.  i see no big differences on price.  the main difference for me is that the other vet has a very high turnover of animals so every time you go you have to wait for ages.  at this vet, they …",5,4.2645019884453905,5
"(translated by google) super team focused on the best care! i don't hesitate to entrust my animal to it.

(original)
super équipe centrée sur les meilleurs soins! je n'hésite pas à y confier mon animal.",5,4.542044327332782,5
best clinic,5,4.355460833819471,5
"(translated by google) it was a great experience! they are very professional and always available to answer our questions! i recommend the montreal veterinary hospital! people who are close to our animals and very empathetic!

(original)
ce …",5,4.562177230783964,5
"great staff, they truly care about their clients and patients.",5,4.554113580265518,5
